codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
3502500135,0071,2024-04-06T15:46:00.000,23.2,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205525,0068,2024-04-06T13:00:00.000,15.04211,VILLA PINZON-21205525,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.22880556,-73.58475,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T04:18:00.000,18.1,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T18:34:00.000,20.2,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T16:16:00.000,23.7,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205518,0068,2024-04-06T05:20:00.000,8.309109,SALITRE,CUNDINAMARCA,TAUSA,ALTO MAGDALENA,5.17136111,-74.01566667,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T06:28:00.000,17.6,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205518,0068,2024-04-06T23:10:00.000,7.847051,SALITRE,CUNDINAMARCA,TAUSA,ALTO MAGDALENA,5.17136111,-74.01566667,TEMPERATURA DEL AIRE A 2 m,°C
2120500204,0068,2024-04-06T10:00:00.000,16.7,IDEAM PUENTE ARANDA,CUNDINAMARCA,BOGOTA D.C,ALTO MAGDALENA,4.62155611,-74.10470889,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T22:00:00.000,17.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T18:28:00.000,20.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T19:00:00.000,20.1,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T13:38:00.000,22.7,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T11:04:00.000,23.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0035075090,0068,2024-04-06T16:00:00.000,15.71304,MACHETA,CUNDINAMARCA,MACHETÁ,META,5.08333333,-73.65,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T02:46:00.000,18.2,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205513,0068,2024-04-06T18:00:00.000,16.10132,LA RAMADA,CUNDINAMARCA,FUNZA,ALTO MAGDALENA,4.50457667,-74.18418667,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T11:24:00.000,23.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205525,0068,2024-04-06T17:00:00.000,15.03272,VILLA PINZON-21205525,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.22880556,-73.58475,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T13:42:00.000,23,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0035020300,0068,2024-04-06T14:00:00.000,16.2,GUTIERREZ,CUNDINAMARCA,GUTIÉRREZ,META,4.25391667,-74.00269444,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T12:40:00.000,23.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205519,0068,2024-04-06T00:00:00.000,12.2208,SAN FORTUNATO,CUNDINAMARCA,SIBATÉ,ALTO MAGDALENA,4.45211111,-74.27228806,TEMPERATURA DEL AIRE A 2 m,°C
0021205518,0068,2024-04-06T02:20:00.000,8.33903,SALITRE,CUNDINAMARCA,TAUSA,ALTO MAGDALENA,5.17136111,-74.01566667,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T10:12:00.000,20.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T10:28:00.000,21.7,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T03:14:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205519,0068,2024-04-06T13:00:00.000,16.76915,SAN FORTUNATO,CUNDINAMARCA,SIBATÉ,ALTO MAGDALENA,4.45211111,-74.27228806,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0068,2024-04-06T13:00:00.000,22.2,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T13:24:00.000,22.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T08:42:00.000,18.6,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205519,0068,2024-04-06T11:00:00.000,14.96994,SAN FORTUNATO,CUNDINAMARCA,SIBATÉ,ALTO MAGDALENA,4.45211111,-74.27228806,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T02:20:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205521,0068,2024-04-06T06:00:00.000,9.949755,SANTA HELENA,CUNDINAMARCA,LA CALERA,ALTO MAGDALENA,4.73780972,-73.93579389,TEMPERATURA DEL AIRE A 2 m,°C
0023065120,0068,2024-04-06T01:00:00.000,16.8,CABRERA LA,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.14155556,-74.13936111,TEMPERATURA DEL AIRE A 2 m,°C
0023065120,0068,2024-04-06T05:00:00.000,15.6,CABRERA LA,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.14155556,-74.13936111,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T13:00:00.000,22.2,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205519,0068,2024-04-06T08:00:00.000,11.98433,SAN FORTUNATO,CUNDINAMARCA,SIBATÉ,ALTO MAGDALENA,4.45211111,-74.27228806,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T01:30:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205525,0068,2024-04-06T00:00:00.000,10.1791,VILLA PINZON-21205525,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.22880556,-73.58475,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T16:28:00.000,24.2,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T21:26:00.000,18,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T12:28:00.000,23.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T15:38:00.000,23.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T16:46:00.000,24.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T20:46:00.000,18.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T07:14:00.000,17.5,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T06:26:00.000,17.6,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T04:54:00.000,17.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T02:54:00.000,18.2,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T11:56:00.000,24,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T02:02:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205524,0068,2024-04-06T02:00:00.000,9.212412,VETA LARGA-21205524,CUNDINAMARCA,ZIPAQUIRÁ,ALTO MAGDALENA,5.07475,-74.05747222,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T16:32:00.000,24.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T02:36:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T06:14:00.000,17.7,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205670,0068,2024-04-06T06:00:00.000,15.2,FLORIDA LA,CUNDINAMARCA,ANOLAIMA,ALTO MAGDALENA,4.77088889,-74.43763889,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T12:50:00.000,22.6,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T11:08:00.000,23.6,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T17:10:00.000,24.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T02:08:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0023065120,0068,2024-04-06T12:00:00.000,20.6,CABRERA LA,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.14155556,-74.13936111,TEMPERATURA DEL AIRE A 2 m,°C
0021205516,0068,2024-04-06T18:00:00.000,16.23783,NEGRETE,CUNDINAMARCA,PACHO,ALTO MAGDALENA,5.17269444,-73.85177778,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T23:02:00.000,17.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T10:26:00.000,21.6,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205526,0068,2024-04-06T16:00:00.000,18.85322,PEDRO PALO,CUNDINAMARCA,TENA,ALTO MAGDALENA,4.69052778,-74.38905556,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T00:46:00.000,18.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T04:12:00.000,18.1,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T09:38:00.000,19.1,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205518,0068,2024-04-06T06:00:00.000,8.184584,SALITRE,CUNDINAMARCA,TAUSA,ALTO MAGDALENA,5.17136111,-74.01566667,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T21:46:00.000,18.1,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T06:18:00.000,17.6,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205526,0068,2024-04-06T23:00:00.000,17.83084,PEDRO PALO,CUNDINAMARCA,TENA,ALTO MAGDALENA,4.69052778,-74.38905556,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T03:54:00.000,18.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205526,0068,2024-04-06T22:00:00.000,15.81081,PEDRO PALO,CUNDINAMARCA,TENA,ALTO MAGDALENA,4.69052778,-74.38905556,TEMPERATURA DEL AIRE A 2 m,°C
0021205524,0068,2024-04-06T05:00:00.000,10.02952,VETA LARGA-21205524,CUNDINAMARCA,ZIPAQUIRÁ,ALTO MAGDALENA,5.07475,-74.05747222,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T00:36:00.000,18.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0035020300,0068,2024-04-06T05:00:00.000,13.2,GUTIERREZ,CUNDINAMARCA,GUTIÉRREZ,META,4.25391667,-74.00269444,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T14:48:00.000,25,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205524,0068,2024-04-06T11:00:00.000,13.5078,VETA LARGA-21205524,CUNDINAMARCA,ZIPAQUIRÁ,ALTO MAGDALENA,5.07475,-74.05747222,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T11:00:00.000,22.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T12:46:00.000,22.8,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205518,0068,2024-04-06T09:10:00.000,8.953881,SALITRE,CUNDINAMARCA,TAUSA,ALTO MAGDALENA,5.17136111,-74.01566667,TEMPERATURA DEL AIRE A 2 m,°C
0021205518,0068,2024-04-06T20:00:00.000,8.780888,SALITRE,CUNDINAMARCA,TAUSA,ALTO MAGDALENA,5.17136111,-74.01566667,TEMPERATURA DEL AIRE A 2 m,°C
2120500204,0068,2024-04-06T09:00:00.000,16.6,IDEAM PUENTE ARANDA,CUNDINAMARCA,BOGOTA D.C,ALTO MAGDALENA,4.62155611,-74.10470889,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T07:02:00.000,17.5,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T05:28:00.000,17.7,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
2120500204,0068,2024-04-06T03:00:00.000,15.8,IDEAM PUENTE ARANDA,CUNDINAMARCA,BOGOTA D.C,ALTO MAGDALENA,4.62155611,-74.10470889,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T16:50:00.000,25.1,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0035075090,0068,2024-04-06T00:00:00.000,11.45021,MACHETA,CUNDINAMARCA,MACHETÁ,META,5.08333333,-73.65,TEMPERATURA DEL AIRE A 2 m,°C
0021205513,0068,2024-04-06T11:00:00.000,19.43688,LA RAMADA,CUNDINAMARCA,FUNZA,ALTO MAGDALENA,4.50457667,-74.18418667,TEMPERATURA DEL AIRE A 2 m,°C
0023065160,0068,2024-04-06T00:20:00.000,19.86704,ACOMODO EL,CUNDINAMARCA,LA VEGA,MEDIO MAGDALENA,5.01666667,-74.33333333,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T11:22:00.000,23.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205525,0068,2024-04-06T22:10:00.000,9.533181,VILLA PINZON-21205525,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.22880556,-73.58475,TEMPERATURA DEL AIRE A 2 m,°C
0021205511,0068,2024-04-06T20:00:00.000,12.61082,EL OKAL,CUNDINAMARCA,VILLAGÓMEZ,ALTO MAGDALENA,5.00111111,-73.73333333,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T04:06:00.000,18.1,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0035075090,0068,2024-04-06T00:10:00.000,11.38531,MACHETA,CUNDINAMARCA,MACHETÁ,META,5.08333333,-73.65,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T11:06:00.000,23.6,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205525,0068,2024-04-06T07:00:00.000,10.15953,VILLA PINZON-21205525,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.22880556,-73.58475,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T03:34:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T19:34:00.000,19.7,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T01:24:00.000,18.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T01:06:00.000,18.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0024015508,0068,2024-04-06T03:00:00.000,13.59003,HACIENDA LA MESA,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.30811111,-74.28175,TEMPERATURA DEL AIRE A 2 m,°C
0021205511,0068,2024-04-06T08:00:00.000,10.81353,EL OKAL,CUNDINAMARCA,VILLAGÓMEZ,ALTO MAGDALENA,5.00111111,-73.73333333,TEMPERATURA DEL AIRE A 2 m,°C
0021205516,0068,2024-04-06T14:00:00.000,20.10917,NEGRETE,CUNDINAMARCA,PACHO,ALTO MAGDALENA,5.17269444,-73.85177778,TEMPERATURA DEL AIRE A 2 m,°C
0021205519,0068,2024-04-06T15:00:00.000,16.95789,SAN FORTUNATO,CUNDINAMARCA,SIBATÉ,ALTO MAGDALENA,4.45211111,-74.27228806,TEMPERATURA DEL AIRE A 2 m,°C
0021205518,0068,2024-04-06T17:00:00.000,11.67098,SALITRE,CUNDINAMARCA,TAUSA,ALTO MAGDALENA,5.17136111,-74.01566667,TEMPERATURA DEL AIRE A 2 m,°C
0021205525,0068,2024-04-06T02:00:00.000,9.916065,VILLA PINZON-21205525,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.22880556,-73.58475,TEMPERATURA DEL AIRE A 2 m,°C
0021205525,0068,2024-04-06T09:00:00.000,13.42284,VILLA PINZON-21205525,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.22880556,-73.58475,TEMPERATURA DEL AIRE A 2 m,°C
0021205524,0068,2024-04-06T19:00:00.000,10.51474,VETA LARGA-21205524,CUNDINAMARCA,ZIPAQUIRÁ,ALTO MAGDALENA,5.07475,-74.05747222,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T01:02:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0035075090,0068,2024-04-06T07:10:00.000,10.99567,MACHETA,CUNDINAMARCA,MACHETÁ,META,5.08333333,-73.65,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T10:08:00.000,20.7,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T01:56:00.000,18.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T23:42:00.000,17.2,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T04:56:00.000,17.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0035020300,0068,2024-04-06T17:00:00.000,16.5,GUTIERREZ,CUNDINAMARCA,GUTIÉRREZ,META,4.25391667,-74.00269444,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T03:12:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T16:54:00.000,24.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T02:42:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T14:46:00.000,25.1,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T01:48:00.000,18.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T14:04:00.000,25.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T17:44:00.000,21.1,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T20:28:00.000,18.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0068,2024-04-06T04:00:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,TEMPERATURA DEL AIRE A 2 m,°C
0021205518,0068,2024-04-06T05:10:00.000,8.367144,SALITRE,CUNDINAMARCA,TAUSA,ALTO MAGDALENA,5.17136111,-74.01566667,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T00:52:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T06:48:00.000,17.5,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
